cd_cid ;cid - descricao;cd_subgrupo;subgrupo_descricao;cid_grupo;cid_capitulo
E34.4; Alta Estatura Constitucional ;E34; Outros Transtornos Endócrinos ;Transtornos de outras glândulas endócrinas;IV. Doenças endócrinas nutricionais e metabólicas
E34.5; Síndrome de Resistência a Andrógenos ;E34; Outros Transtornos Endócrinos ;Transtornos de outras glândulas endócrinas;IV. Doenças endócrinas nutricionais e metabólicas
E34.8; Outros Transtornos Endócrinos Especificados ;E34; Outros Transtornos Endócrinos ;Transtornos de outras glândulas endócrinas;IV. Doenças endócrinas nutricionais e metabólicas
E34.9; Transtorno Endócrino Não Especificado ;E34; Outros Transtornos Endócrinos ;Transtornos de outras glândulas endócrinas;IV. Doenças endócrinas nutricionais e metabólicas
E35.0; Transtornos da Glândula Tireóide em Doenças Classificadas em Outra Parte ;E35; Transtornos Das Glândulas Endócrinas em Doenças Classificadas em Outra Parte ;Transtornos de outras glândulas endócrinas;IV. Doenças endócrinas nutricionais e metabólicas
E35.1; Transtornos Das Supra renais em Doenças Classificadas em Outra Parte;E35; Transtornos Das Glândulas Endócrinas em Doenças Classificadas em Outra Parte ;Transtornos de outras glândulas endócrinas;IV. Doenças endócrinas nutricionais e metabólicas
E35.8; Transtornos de Outras Glândulas Endócrinas em Doenças Classificadas em Outra Parte ;E35; Transtornos Das Glândulas Endócrinas em Doenças Classificadas em Outra Parte ;Transtornos de outras glândulas endócrinas;IV. Doenças endócrinas nutricionais e metabólicas
E44.0; Desnutrição Protéico calórica Moderada;E44; Desnutrição Protéico calórica de Graus Moderado e Leve ;Desnutrição;IV. Doenças endócrinas nutricionais e metabólicas
E44.1; Desnutrição Protéico calórica Leve;E44; Desnutrição Protéico calórica de Graus Moderado e Leve ;Desnutrição;IV. Doenças endócrinas nutricionais e metabólicas
E50.0; Deficiência de Vitamina A Com Xerose Conjuntival ;E50; Deficiência de Vitamina A ;Outras deficiências nutricionais;IV. Doenças endócrinas nutricionais e metabólicas
E50.1; Deficiência de Vitamina A Com Mancha de Bitot e Xerose Conjuntival ;E50; Deficiência de Vitamina A ;Outras deficiências nutricionais;IV. Doenças endócrinas nutricionais e metabólicas
E50.2; Deficiência de Vitamina A Com Xerose da Córnea ;E50; Deficiência de Vitamina A ;Outras deficiências nutricionais;IV. Doenças endócrinas nutricionais e metabólicas
E50.3; Deficiência de Vitamina A Com Ulceração e Xerose da Córnea ;E50; Deficiência de Vitamina A ;Outras deficiências nutricionais;IV. Doenças endócrinas nutricionais e metabólicas
E50.4; Deficiência de Vitamina A Com Ceratomalácia ;E50; Deficiência de Vitamina A ;Outras deficiências nutricionais;IV. Doenças endócrinas nutricionais e metabólicas
E50.5; Deficiência de Vitamina A Com Cegueira Noturna ;E50; Deficiência de Vitamina A ;Outras deficiências nutricionais;IV. Doenças endócrinas nutricionais e metabólicas
E50.6; Deficiência de Vitamina A Com Cicatrizes Xeroftálmicas da Córnea ;E50; Deficiência de Vitamina A ;Outras deficiências nutricionais;IV. Doenças endócrinas nutricionais e metabólicas
E50.7; Outras Manifestações Oculares Devidas a Deficiência de Vitamina A ;E50; Deficiência de Vitamina A ;Outras deficiências nutricionais;IV. Doenças endócrinas nutricionais e metabólicas
E50.8; Outras Manifestações Devidas a Deficiência de Vitamina A ;E50; Deficiência de Vitamina A ;Outras deficiências nutricionais;IV. Doenças endócrinas nutricionais e metabólicas
E50.9; Deficiência Não Especificada de Vitamina A ;E50; Deficiência de Vitamina A ;Outras deficiências nutricionais;IV. Doenças endócrinas nutricionais e metabólicas
E51.1; Beribéri ;E51; Deficiência de Tiamina ;Outras deficiências nutricionais;IV. Doenças endócrinas nutricionais e metabólicas
E51.2; Encefalopatia de Wernicke ;E51; Deficiência de Tiamina ;Outras deficiências nutricionais;IV. Doenças endócrinas nutricionais e metabólicas
E51.8; Outras Manifestações da Deficiência de Tiamina ;E51; Deficiência de Tiamina ;Outras deficiências nutricionais;IV. Doenças endócrinas nutricionais e metabólicas
E51.9; Deficiência Não Especificada de Tiamina ;E51; Deficiência de Tiamina ;Outras deficiências nutricionais;IV. Doenças endócrinas nutricionais e metabólicas
E53.0; Deficiência de Riboflavina ;E53; Deficiência de Outras Vitaminas do Grupo B ;Outras deficiências nutricionais;IV. Doenças endócrinas nutricionais e metabólicas
E53.1; Deficiência de Piridoxina ;E53; Deficiência de Outras Vitaminas do Grupo B ;Outras deficiências nutricionais;IV. Doenças endócrinas nutricionais e metabólicas
E53.8; Deficiência de Outras Vitaminas Especificadas do Grupo B ;E53; Deficiência de Outras Vitaminas do Grupo B ;Outras deficiências nutricionais;IV. Doenças endócrinas nutricionais e metabólicas
E53.9; Deficiência Não Especificada de Vitamina B ;E53; Deficiência de Outras Vitaminas do Grupo B ;Outras deficiências nutricionais;IV. Doenças endócrinas nutricionais e metabólicas
E55.0; Raquitismo Ativo ;E55; Deficiência de Vitamina D ;Outras deficiências nutricionais;IV. Doenças endócrinas nutricionais e metabólicas
E55.9; Deficiência Não Especificada de Vitamina D ;E55; Deficiência de Vitamina D ;Outras deficiências nutricionais;IV. Doenças endócrinas nutricionais e metabólicas
E56.0; Deficiência de Vitamina E ;E56; Outras Deficiências Vitamínicas ;Outras deficiências nutricionais;IV. Doenças endócrinas nutricionais e metabólicas
E56.1; Deficiência de Vitamina K ;E56; Outras Deficiências Vitamínicas ;Outras deficiências nutricionais;IV. Doenças endócrinas nutricionais e metabólicas
E56.8; Deficiência de Outras Vitaminas ;E56; Outras Deficiências Vitamínicas ;Outras deficiências nutricionais;IV. Doenças endócrinas nutricionais e metabólicas
E56.9; Deficiência Vitamínica Não Especificada ;E56; Outras Deficiências Vitamínicas ;Outras deficiências nutricionais;IV. Doenças endócrinas nutricionais e metabólicas
E61.0; Deficiência de Cobre ;E61; Deficiência de Outros Elementos Nutrientes ;Outras deficiências nutricionais;IV. Doenças endócrinas nutricionais e metabólicas
E61.1; Deficiência de Ferro ;E61; Deficiência de Outros Elementos Nutrientes ;Outras deficiências nutricionais;IV. Doenças endócrinas nutricionais e metabólicas
E61.2; Deficiência de Magnésio ;E61; Deficiência de Outros Elementos Nutrientes ;Outras deficiências nutricionais;IV. Doenças endócrinas nutricionais e metabólicas
E61.3; Deficiência de Manganês ;E61; Deficiência de Outros Elementos Nutrientes ;Outras deficiências nutricionais;IV. Doenças endócrinas nutricionais e metabólicas
E61.4; Deficiência de Cromo ;E61; Deficiência de Outros Elementos Nutrientes ;Outras deficiências nutricionais;IV. Doenças endócrinas nutricionais e metabólicas
E61.5; Deficiência de Molibdênio ;E61; Deficiência de Outros Elementos Nutrientes ;Outras deficiências nutricionais;IV. Doenças endócrinas nutricionais e metabólicas
E61.6; Deficiência de Vanádio ;E61; Deficiência de Outros Elementos Nutrientes ;Outras deficiências nutricionais;IV. Doenças endócrinas nutricionais e metabólicas
E61.7; Deficiência de Múltiplos Elementos Nutrientes ;E61; Deficiência de Outros Elementos Nutrientes ;Outras deficiências nutricionais;IV. Doenças endócrinas nutricionais e metabólicas
E61.8; Deficiência de Outros Elementos Nutrientes Especificados ;E61; Deficiência de Outros Elementos Nutrientes ;Outras deficiências nutricionais;IV. Doenças endócrinas nutricionais e metabólicas
E61.9; Deficiência de Elementos Nutrientes Não Especificados ;E61; Deficiência de Outros Elementos Nutrientes ;Outras deficiências nutricionais;IV. Doenças endócrinas nutricionais e metabólicas
E63.0; Deficiência de Ácido Graxo Essencial ;E63; Outras Deficiências Nutricionais ;Outras deficiências nutricionais;IV. Doenças endócrinas nutricionais e metabólicas
E63.1; Desequilíbrio de Constituintes da Ingestão de Alimentos ;E63; Outras Deficiências Nutricionais ;Outras deficiências nutricionais;IV. Doenças endócrinas nutricionais e metabólicas
E63.8; Outras Deficiências Nutricionais Especificadas ;E63; Outras Deficiências Nutricionais ;Outras deficiências nutricionais;IV. Doenças endócrinas nutricionais e metabólicas
E63.9; Deficiência Nutricional Não Especificada ;E63; Outras Deficiências Nutricionais ;Outras deficiências nutricionais;IV. Doenças endócrinas nutricionais e metabólicas
E64.0; Seqüelas de Desnutrição Protéico calórica;E64; Seqüelas de Desnutrição e de Outras Deficiências Nutricionais ;Outras deficiências nutricionais;IV. Doenças endócrinas nutricionais e metabólicas
E64.1; Seqüelas da Deficiência de Vitamina A ;E64; Seqüelas de Desnutrição e de Outras Deficiências Nutricionais ;Outras deficiências nutricionais;IV. Doenças endócrinas nutricionais e metabólicas
E64.2; Seqüelas da Deficiência de Vitamina C ;E64; Seqüelas de Desnutrição e de Outras Deficiências Nutricionais ;Outras deficiências nutricionais;IV. Doenças endócrinas nutricionais e metabólicas
E64.3; Seqüelas do Raquitismo ;E64; Seqüelas de Desnutrição e de Outras Deficiências Nutricionais ;Outras deficiências nutricionais;IV. Doenças endócrinas nutricionais e metabólicas
E64.8; Seqüelas de Outras Deficiências Nutricionais ;E64; Seqüelas de Desnutrição e de Outras Deficiências Nutricionais ;Outras deficiências nutricionais;IV. Doenças endócrinas nutricionais e metabólicas
E64.9; Seqüelas de Deficiência Nutricional Não Especificada ;E64; Seqüelas de Desnutrição e de Outras Deficiências Nutricionais ;Outras deficiências nutricionais;IV. Doenças endócrinas nutricionais e metabólicas
E66.0; Obesidade Devida a Excesso de Calorias ;E66; Obesidade ;Obesidade e outras formas de hiperalimentação;IV. Doenças endócrinas nutricionais e metabólicas
E66.1; Obesidade Induzida Por Drogas ;E66; Obesidade ;Obesidade e outras formas de hiperalimentação;IV. Doenças endócrinas nutricionais e metabólicas
E66.2; Obesidade Extrema Com Hipoventilação Alveolar ;E66; Obesidade ;Obesidade e outras formas de hiperalimentação;IV. Doenças endócrinas nutricionais e metabólicas
E66.8; Outra Obesidade ;E66; Obesidade ;Obesidade e outras formas de hiperalimentação;IV. Doenças endócrinas nutricionais e metabólicas
E66.9; Obesidade Não Especificada ;E66; Obesidade ;Obesidade e outras formas de hiperalimentação;IV. Doenças endócrinas nutricionais e metabólicas
E67.0; Hipervitaminose A ;E67; Outras Formas de Hiperalimentação ;Obesidade e outras formas de hiperalimentação;IV. Doenças endócrinas nutricionais e metabólicas
E67.1; Hipercarotenemia ;E67; Outras Formas de Hiperalimentação ;Obesidade e outras formas de hiperalimentação;IV. Doenças endócrinas nutricionais e metabólicas
E67.2; Síndrome de Megavitamina B6 ;E67; Outras Formas de Hiperalimentação ;Obesidade e outras formas de hiperalimentação;IV. Doenças endócrinas nutricionais e metabólicas
E67.3; Hipervitaminose D ;E67; Outras Formas de Hiperalimentação ;Obesidade e outras formas de hiperalimentação;IV. Doenças endócrinas nutricionais e metabólicas
E67.8; Outras Formas Especificadas de Hiperalimentação ;E67; Outras Formas de Hiperalimentação ;Obesidade e outras formas de hiperalimentação;IV. Doenças endócrinas nutricionais e metabólicas
E70.0; Fenilcetonúria Clássica ;E70; Distúrbios do Metabolismo de Aminoácidos Aromáticos ;Distúrbios metabólicos;IV. Doenças endócrinas nutricionais e metabólicas
E70.1; Outras Hiperfenilalaninemias ;E70; Distúrbios do Metabolismo de Aminoácidos Aromáticos ;Distúrbios metabólicos;IV. Doenças endócrinas nutricionais e metabólicas
E70.2; Distúrbios do Metabolismo da Tirosina ;E70; Distúrbios do Metabolismo de Aminoácidos Aromáticos ;Distúrbios metabólicos;IV. Doenças endócrinas nutricionais e metabólicas
E70.3; Albinismo ;E70; Distúrbios do Metabolismo de Aminoácidos Aromáticos ;Distúrbios metabólicos;IV. Doenças endócrinas nutricionais e metabólicas
E70.8; Outros Distúrbios do Metabolismo de Aminoácidos Aromáticos ;E70; Distúrbios do Metabolismo de Aminoácidos Aromáticos ;Distúrbios metabólicos;IV. Doenças endócrinas nutricionais e metabólicas
E70.9; Distúrbio Não Especificado do Metabolismo de Aminoácidos Aromáticos ;E70; Distúrbios do Metabolismo de Aminoácidos Aromáticos ;Distúrbios metabólicos;IV. Doenças endócrinas nutricionais e metabólicas
E71.0; Doença da Urina em Xarope de Ácer (ou Bordo) (Maple syrup Urine Disease);E71; Distúrbios do Metabolismo de Aminoácidos de Cadeia Ramificada e do Metabolismo Dos Ácidos Graxos ;Distúrbios metabólicos;IV. Doenças endócrinas nutricionais e metabólicas
E71.1; Outros Distúrbios do Metabolismo de Aminoácidos de Cadeia Ramificada ;E71; Distúrbios do Metabolismo de Aminoácidos de Cadeia Ramificada e do Metabolismo Dos Ácidos Graxos ;Distúrbios metabólicos;IV. Doenças endócrinas nutricionais e metabólicas
E71.2; Distúrbio Não Especificado do Metabolismo de Aminoácidos de Cadeia Ramificada ;E71; Distúrbios do Metabolismo de Aminoácidos de Cadeia Ramificada e do Metabolismo Dos Ácidos Graxos ;Distúrbios metabólicos;IV. Doenças endócrinas nutricionais e metabólicas
E71.3; Distúrbios do Metabolismo de Ácidos Graxos ;E71; Distúrbios do Metabolismo de Aminoácidos de Cadeia Ramificada e do Metabolismo Dos Ácidos Graxos ;Distúrbios metabólicos;IV. Doenças endócrinas nutricionais e metabólicas
E72.0; Distúrbios do Transporte de Aminoácidos ;E72; Outros Distúrbios do Metabolismo de Aminoácidos ;Distúrbios metabólicos;IV. Doenças endócrinas nutricionais e metabólicas
E72.1; Distúrbios do Metabolismo Dos Aminoácidos Que Contêm Enxofre ;E72; Outros Distúrbios do Metabolismo de Aminoácidos ;Distúrbios metabólicos;IV. Doenças endócrinas nutricionais e metabólicas
E72.2; Distúrbios do Metabolismo do Ciclo da Uréia ;E72; Outros Distúrbios do Metabolismo de Aminoácidos ;Distúrbios metabólicos;IV. Doenças endócrinas nutricionais e metabólicas
E72.3; Distúrbios do Metabolismo da Lisina e da Hidroxilisina ;E72; Outros Distúrbios do Metabolismo de Aminoácidos ;Distúrbios metabólicos;IV. Doenças endócrinas nutricionais e metabólicas
E72.4; Distúrbios do Metabolismo da Ornitina ;E72; Outros Distúrbios do Metabolismo de Aminoácidos ;Distúrbios metabólicos;IV. Doenças endócrinas nutricionais e metabólicas
E72.5; Distúrbios do Metabolismo da Glicina ;E72; Outros Distúrbios do Metabolismo de Aminoácidos ;Distúrbios metabólicos;IV. Doenças endócrinas nutricionais e metabólicas
E72.8; Outros Distúrbios Especificados do Metabolismo Dos Aminoácidos ;E72; Outros Distúrbios do Metabolismo de Aminoácidos ;Distúrbios metabólicos;IV. Doenças endócrinas nutricionais e metabólicas
E72.9; Distúrbio Não Especificado do Metabolismo Dos Aminoácidos ;E72; Outros Distúrbios do Metabolismo de Aminoácidos ;Distúrbios metabólicos;IV. Doenças endócrinas nutricionais e metabólicas
E73.0; Deficiência Congênita de Lactase ;E73; Intolerância à Lactose ;Distúrbios metabólicos;IV. Doenças endócrinas nutricionais e metabólicas
